date,M,N,K,threads,time_s,gflops
2025-04-23T13:40:37,2000,2000,2000,1,113.909559575,0.14046231115014823
2025-04-23T13:40:37,2000,2000,2000,2,57.268249101,0.27938692471253873
2025-04-23T13:40:37,2000,2000,2000,3,45.622380389,0.3507050676351328
2025-04-23T13:40:37,2000,2000,2000,4,41.838940827,0.3824188586933513
