date,M,N,K,threads,time_s,gflops
2025-04-23T13:34:04,2000,2000,2000,1,460.893860388,0.0347151510903845
2025-04-23T13:34:04,2000,2000,2000,2,278.019053714,0.05755001244072755
2025-04-23T13:34:04,2000,2000,2000,3,218.346606312,0.07327798801295435
2025-04-23T13:34:04,2000,2000,2000,4,206.071486412,0.07764295914288259
