date,M,N,K,threads,time_s,gflops
2025-04-23T13:12:42,2000,2000,2000,1,20.097169463,0.7961320139861927
2025-04-23T13:12:42,2000,2000,2000,2,9.995255578,1.6007594678435946
2025-04-23T13:12:42,2000,2000,2000,3,8.614740533,1.8572817067106897
2025-04-23T13:12:42,2000,2000,2000,4,7.003554623,2.2845541815944794
