date,M,N,K,threads,time_s,gflops
2025-04-23T00:50:38,2000,2000,2000,1,612.295171184,0.02613118762485204
2025-04-23T00:50:38,2000,2000,2000,2,510.141255471,0.03136386212330077
2025-04-23T00:50:38,2000,2000,2000,3,520.166952259,0.03075935510803717
2025-04-23T00:50:38,2000,2000,2000,4,507.83759567,0.0315061353007764
